"Data Collection: ID","Data Collection: Data Collection Name","Evaluating Laboratory Name","LabNamePermission","Type of Facility","Country","Other Country","City","Sample Set","Sample Type","Other Sample Type","Sample Population","Other Sample Population","Source Population of Samples","Other Source Population","Reference Method","Other Reference Method","RT-PCR","Reference Test Name","Type of Index Test","Repeats","Other Repeats","Blinding","Other Blinding","Type of Antibody Test","Other Type of Antibody Test","Name of Antibody Test_1","Name of Antibody Test other","AB:Manufacturer_1","AB:Manufacturer other","AB:Catalog Number","AB:Lot Number","Target Marker","Antigen Used for Detection","AB:Sample Type","Other Sample Type AB","AB:Use Case","Other Use Case","AB:Days of Sickness","AB:Total Positive","AB:Total Negative","AB:True Positive","AB:True Negative","AB:Sensitivity","AB:Specificity","AB:Total Positive_early","AB:Total Negative_early","AB:True Positive_early","AB:True Negative_early","AB:Sensitivity_early","AB:Specificity_early","AB:Total Positive_middle","AB:Total Negative_middle","AB:True Positive_middle","AB:True Negative_middle","AB:Sensitivity_middle","AB:Specificity_middle","AB:Total Positive_late","AB:Total Negative_late","AB:True Positive_late","AB:True Negative_late","AB:Sensitivity_late","AB:Specificity_late","AB:Estimated LoD","AB:LoD Unit","Other AB:LoD Unit","AB:Higher_Cut-off","AB:Lower Cut-off","Type of Antigen Test","Other Type of Antigen Test","Name of Antigen Test_1","Name of Antigen Test other","AT:Manufacturer_1","AT:Manufacturer other","AT:Catalog Number","AT:Lot Number","Target Antigen","AT:Sample Type","Other Sample Type AT","AT:Days of Sickness","AT:Total Positive","AT:Total Negative","AT:True Positive","AT:True Negative","AT:Sensitivity","AT:Specificity","AT:Total Positive_early","AT:Total Negative_early","AT:True Negative_early","AT:True Positive_early","AT:Sensitivity_early","AT:Specificity_early","AT:Total Positive_middle","AT:Total Negative_middle","AT:True Positive_middle","AT:True Negative_middle","AT:Sensitivity_middle","AT:Specificity_middle","AT:Total Positive_late","AT:Total Negative_late","AT:True Positive_late","AT:True Negative_late","AT:Sensitivity_late","AT:Specificity_late","AT:Estimated LoD","AT:LoD Unit","Other AT:LoD Unit","AT:Higher Cut-off","AT:Lower Cut-off","Type of Molecular Test","Other Type of Moleculer Test","Name of Molecular Test_2","Name of Molecular Test other","MT:Manufacturer_1","MT:Manufacturer other","MT:Catalog Number","MT:Lot Number","Template Type","RNA Extraction Kit Used","MT:Sample Type","Other Sample Type MT","MT:Days of Sickness","MT:Total Positive","MT:Total Negative","MT:True Positive","MT:True Negative","MT:Sensitivity","MT:Specificity","MT:Total Positive_early","MT:Total Negative_early","MT:True Positive_early","MT:True Negative_early","MT:Sensitivity_early","MT:Specificity_early","MT:Total Positive_middle","MT:Total Negative_middle","MT:True Positive_middle","MT:True Negative_middle","MT:Sensitivity_middle","MT:Specificity_middle","MT:Total Positive_late","MT:Total Negative_late","MT:True Positive_late","MT:True Negative_late","MT:Sensitivity_late","MT:Specificity_late","MT:Estimated LoD","MT:LoD Unit","Other MT:LoD Unit","Ct Value","Results Published","Link to Publication","DOI","Comments"
"a1L1r000008zEFt","a1L1r000008zEDJ","University of California","Yes","Other","United States of America (USA)","","San Francisco","Retrospective set","Nasopharyngeal swabs; Oropharyngeal swabs","","Confirmed COVID-19 patients","","","","RT-PCR","","Undefined method","","Antibody test","Other","Interpretation by two independent readers","Blinded to reference results","","Rapid diagnostic test (RDT)","","Other","COVID-19 (SARS-CoV-2) IgG/IgM Antibody Test Kit (Colloidal Gold)","Other","DeepBlue Medical Technology Co Ltd.","","20200305","IgG; IgM","","Plasma; Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","130","108","95","91","","84.3","27","108","12","","","","71","108","56","","","","32","108","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","https://covidtestingproject.org/","","Extra diluent necessary,
Some control band inconsistency"
"a1L1r000008zEF5","a1L1r000008zEDJ","University of California","Yes","Other","United States of America (USA)","","San Francisco","Retrospective set","Nasopharyngeal swabs; Oropharyngeal swabs","","Confirmed COVID-19 patients","","","","RT-PCR","","Undefined method","","Antibody test","Other","Interpretation by two independent readers","Blinded to reference results","","Rapid diagnostic test (RDT)","","PerfectPOC Novel Corona Virus (SARS-CoV-2) IgM/IgG Rapid Test Kit","","Jiangsu Bioperfectus Technologies Co. Ltd","","SC30201W","20200313, 20200313, 20210312","IgM","Spike protein receptor binding domain","Plasma; Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","128","104","91","101","","97.1","27","104","11","","","","70","104","54","","","","31","104","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","https://covidtestingproject.org/","","Extra diluent necessary"
"a1L1r0000090gN0","a1L1r0000090gN0","Centre National de Référence (CNR) Virus des Infections Respiratoires","Yes","Public Health","France","","Paris","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Réf. Invitrogen 1732-020).","Molecular test","Other","High concentration pools tested: x1
Intermediate concentration pools tested: x4 or x5
Negative pools tested: x2","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","COVID-19 Multiplex Crystal Digital PCR detection kit","","STILLA","","","","Frozen RNA","Extraction NucleoSpin Dx Virus (Réf. Macherey Nagel 740895.50)","Nasopharyngeal swabs","","Not available","8","1","8","1","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","","Multiplex closed system amplification.
Binary result only, no Ct provided. Method is quantitative"
"a1L1r0000090gMb","a1L1r0000090gMb","Centre National de Référence (CNR) Virus des Infections Respiratoires","Yes","Public Health","France","","Paris","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","SuperScript™ III Platinum® One-Step Quantitative RT-PCR System (Réf. Invitrogen 1732-020).","Molecular test","Other","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","EurobioPlex SARS-CoV-2 Multiplex","","Eurobio Scientific","","","","Frozen RNA","Extraction NucleoSpin Dx Virus (Réf. Macherey Nagel 740895.50)","Nasopharyngeal swabs","","Not available","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","35.5","Yes","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","",""
"a1L1r0000090jW3","a1L1r0000090j2h","Department of Laboratory Medicine, Catholic University of Daegu School of Medicine","Yes","Hospital","Korea, Republic of (South Korea)","","Daegu","Prospectively collected set","Nasopharyngeal swabs; Sputum","","Symptomatic patients","","Not available","","RT-PCR","","Commercal kit","PowerChekTM 2019-nCoV Real-time PCR kit, KOGENEBIOTECH Co.","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","PCL COVID19 IgG/IgM Rapid Gold","","PCL Inc.","","","","IgG","Nucleocapsid protein; Spike protein RBD domain","Serum","","Detection of current infection; Detection of past infection","","Total","70","79","65","78","92.8","98.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://onlinelibrary.wiley.com/doi/epdf/10.1002/jmv.26060","10.1002/jmv.26060","Mean disease duration defined period from diagnosis to enrollment in this study was 23.7 days (SD 10.2)."
"a1L1r0000090jWN","a1L1r0000090j3L","National Institute for Infectious Diseases (INMI) ""L. Spallanzani” IRCCS","Yes","Hospital","Italy","","Rome","Retrospective set","Serum","","Symptomatic patients","","Not available","","Immunoassay","","","Validated in-house method","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","Other","ENZY-WELL SARS-CoV-2 IgM","Other","Diesse Diagnostica Senese SpA","91401","","IgM","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Late (>14)","65","468","","","87.7","88.0","","","","","58.3","","","","","","","","","","","","87.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.05.24.20111682v1.full.pdf","10.1101/2020.05.24.20111682","Cases: Samples from suspected and confirmed cases

Controls: Samples from suspected and pre-pandemic patients"
"a1L1r000007p41n","a1L1r000007p41n","Department of Laboratory Medicine, University of Washington School of Medicine","Yes","Public Health","United States of America (USA)","","Idaho","Retrospective set","Serum","","Confirmed COVID-19 patients","","","","RT-PCR","","Undefined method","","Antibody test","No replicates","","Not available","","Other","Chemiluminescence immunoassay (CLIA)","SARS-CoV-2 IgG","","Other","Abbott Diagnostics Inc.","","","IgG","","Serum","","Detection of current infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","125","1020","","1019","","99.9","","","","","53.1","","","","","","96.9","","","","","","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.04.27.20082362v1.full.pdf","10.1101/2020.04.27.20082362","Abbott-determined positivity cut-off of 1.40"
"a1L1r000007p3yy","a1L1r000007p3yy","Servicio de Laboratorio Clínico, Hospital Clínico de la Universidad de Chile ""Dr. José Joaquín Aguirre""","Yes","Hospital","Chile","","Santiago","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","CDC method","","Molecular test","No replicates","","Not blinded to reference results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","2019-nCoV TaqMan RT-PCR Kit (Catalog# TM67100)","","Thermo Fisher Scientific","","","","Specimen without RNA extraction","","Nasopharyngeal swabs","","Not available","2","0","2","0","100.0","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.biorxiv.org/content/10.1101/2020.03.28.013508v1.full.pdf","10.1101/2020.03.28.013508",""
"a1L1r0000090mQ9","a1L1r0000090mQ9","Laboratoire Hospitalier Universitaire Bruxelles—Universitair Laboratorium Brussel","Yes","Hospital","Belgium","","Brussels","Retrospective set","Nasopharyngeal swabs","","Symptomatic patients","","Not available","","RT-PCR","","Commercal kit","RealStar® SARS-CoV-2 RT-PCR Kit (Altona Diagnostics); Charité's protocol for the detection of RdRp and E genes;  Corman method [3 study sites, 3 ref tests]","Antigen test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rapid diagnostic test (RDT)","","COVID-19 Ag Respi-Strip","","Coris BioConcept","","","","nucleoprotein","Nasopharyngeal swabs","","Total","","","","","57.6","99.5","","","","","","","","","","","","","","","","","","","250.0","picog / mL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.frontiersin.org/articles/10.3389/fmed.2020.00225/full","10.3389/fmed.2020.00225","328 COVID suspects included

The assay can detect 5 × 10e3 pfu/mL, corresponding to a CT value of 23.7 in a qRT-PCR assay.

CT<25, Se ~ 70%
CT<22, Se = 95%"
"a1L1r0000090mQJ","a1L1r0000090mQJ","Lancet Laboratories","Yes","Private Laboratory","South Africa","","","Retrospective set","Other","Respiratory specimen","Confirmed COVID-19 patients","","Mild; Moderate; Severe","","RT-PCR","","Commercal kit","Combinations of Roche, Abbott and Seegene depending on the availability of reagents","Antibody test","No replicates","","Blinded to reference results","","Other","Chemiluminescence microparticle immunoassay (CMIA)","Abbott Architect SARS-CoV-2 IgG","","Abbott Laboratories","","","16253FN0","IgG","Nucloecapsid protein","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","","77","","76","","98.7","31","","7","","22.6","","20","","11","","55.0","","38","","33","","86.8","","","","","S/CO ≥ 14","S/CO < 14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Controls: Pre-pandemic controls"
"a1L1r0000090mT3","a1L1r0000090mT3","Iris Hospitals South","Yes","Hospital","Belgium","","Brussels","Retrospective set","Plasma","","Confirmed COVID-19 patients","","Asymptomatic; Mild; Moderate; Severe; Critical","","Immunoassay","","","","Antibody test","Triplicates","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","NovaLisa® COVID-19 (SARS-CoV-2) IgG","","NovaTec Immundiagnostica GmbH","","COVG0940","","IgA; IgG; IgM","Nucleocapsid protein","Plasma","","Detection of past infection","","Total; Late (>14)","","79","","78","","","","","","","","","","","","","","","39","","35","","","","","","","Ratio > 11","Ratio < 9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.26303","10.1002/jmv.26303","Controls: Pre-pandemic controls"
"a1L1r0000090kmf","a1L1r0000090kmf","Royal Melbourne Hospital and Victorian Infectious Diseases Reference Laboratory","Yes","Hospital","Australia","","Melbourne","Retrospective set","Other","Respiratory specimen","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","Coronavirus Typing assay (AusDiagnostics, Mascot, NSW)","Antibody test","No replicates","","Blinded to reference results","","Rapid diagnostic test (RDT)","","2019-nCoV IgG/IgM Rapid Test Cassette","","Hanghzhou AllTest Biotech Co., Ltd","","","","IgM","Not available","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","137","92","18","89","13.1","96.7","51","","6","","","","21","","5","","23.8","","65","","7","","10.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.health.gov.au/sites/default/files/documents/2020/06/post-market-validation-of-serological-assays-for-covid-19-updated-report_0.pdf","","Controls: Patients  with  respiratory  viral  infections, patients  with  other  acute  infections, pre-pandemic controls"
"a1L1r0000090koH","a1L1r0000090kmf","Royal Melbourne Hospital and Victorian Infectious Diseases Reference Laboratory","Yes","Hospital","Australia","","Melbourne","Retrospective set","Other","Respiratory specimen","Confirmed COVID-19 patients","","Not available","","RT-PCR","","Commercal kit","Coronavirus Typing assay (AusDiagnostics, Mascot, NSW)","Antibody test","No replicates","","Blinded to reference results","","Rapid diagnostic test (RDT)","","2019-nCoV IgG/IgM Rapid Test Cassette","","Hanghzhou AllTest Biotech Co., Ltd","","","","IgG; IgM","Not available","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","137","92","83","","60.6","96.7","51","","10","","","","21","","14","","66.7","","65","","59","","90.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.health.gov.au/sites/default/files/documents/2020/06/post-market-validation-of-serological-assays-for-covid-19-updated-report_0.pdf","","Controls: Patients  with  respiratory  viral  infections, patients  with  other  acute  infections, pre-pandemic controls"
